Type,Name,Theater,SupplyClassNumber,SubClass,FuelClass,Intensity1Rate,Intensity2Rate,Intensity3Rate,Intensity4Rate
UTC,4F9X2,3,4,"","",0,0,0,0
UTC,4F9X3,1,4,"","",0,0,0,0
UTC,4F9X3,3,4,"","",0,0,0,0
UTC,4F9X9,1,4,"","",0,0,0,0
UTC,4F9X9,3,4,"","",0,0,0,0
UTC,4F9XA,1,4,"","",0,0,0,0
UTC,4F9XA,3,4,"","",0,0,0,0
UTC,526BG,1,1,"","",12.34,12.34,12.34,12.34
UTC,526BG,1,2,"","",0.016,0.016,0.016,0.016
UTC,526BG,1,3,P,"",0,0,0,0
UTC,526BG,1,6,"","",1.08,1.08,1.08,1.08
UTC,526BG,1,9,"","",0.006,0.006,0.006,0.006
UTC,526BG,3,1,"","",12.34,12.34,12.34,12.34
UTC,526BG,3,2,"","",0.016,0.016,0.016,0.016
UTC,526BG,3,3,P,"",0,0,0,0
UTC,526BG,3,6,"","",1.08,1.08,1.08,1.08
UTC,526BG,3,9,"","",0.006,0.006,0.006,0.006
UTC,527AA,1,1,"","",12.34,12.34,12.34,12.34
UTC,527AA,1,2,"","",0.138,0.138,0.138,0.138
UTC,527AA,1,3,P,"",0.005,0.005,0.005,0.005
UTC,527AA,1,6,"","",1.08,1.08,1.08,1.08
UTC,527AA,1,7,"","",0.044,0.044,0.044,0.044
UTC,527AA,1,9,"","",2.808,2.808,2.808,2.808
UTC,527AA,3,1,"","",12.34,12.34,12.34,12.34
UTC,527AA,3,2,"","",0.138,0.138,0.138,0.138
UTC,527AA,3,3,P,"",0.005,0.005,0.005,0.005
UTC,527AA,3,6,"","",1.08,1.08,1.08,1.08
UTC,527AA,3,7,"","",0.044,0.044,0.044,0.044
UTC,527AA,3,9,"","",2.808,2.808,2.808,2.808
UTC,528AD,1,1,"","",12.34,12.34,12.34,12.34
UTC,528AD,1,2,"","",0.055,0.055,0.055,0.055
UTC,528AD,1,3,P,"",0.001,0.001,0.001,0.001
UTC,528AD,1,6,"","",1.08,1.08,1.08,1.08
UTC,528AD,1,7,"","",0,0,0,0
UTC,528AD,1,9,"","",0.037,0.037,0.037,0.037
UTC,528AD,3,1,"","",12.34,12.34,12.34,12.34
UTC,528AD,3,2,"","",0.055,0.055,0.055,0.055
UTC,528AD,3,3,P,"",0.001,0.001,0.001,0.001
UTC,528AD,3,6,"","",1.08,1.08,1.08,1.08
UTC,528AD,3,7,"","",0,0,0,0
UTC,528AD,3,9,"","",0.037,0.037,0.037,0.037
UTC,528CG,1,1,"","",12.34,12.34,12.34,12.34
UTC,528CG,1,2,"","",0.029,0.029,0.029,0.029
UTC,528CG,1,3,P,"",0.001,0.001,0.001,0.001
UTC,528CG,1,6,"","",1.08,1.08,1.08,1.08
UTC,528CG,1,7,"","",0,0,0,0
UTC,528CG,1,9,"","",0.074,0.074,0.074,0.074
UTC,528CG,3,1,"","",12.34,12.34,12.34,12.34
UTC,528CG,3,2,"","",0.029,0.029,0.029,0.029
UTC,528CG,3,3,P,"",0.001,0.001,0.001,0.001
UTC,528CG,3,6,"","",1.08,1.08,1.08,1.08
UTC,528CG,3,7,"","",0,0,0,0
UTC,528CG,3,9,"","",0.074,0.074,0.074,0.074
UTC,528DS,1,1,"","",12.34,12.34,12.34,12.34
UTC,528DS,1,2,"","",0.032,0.032,0.032,0.032
UTC,528DS,1,6,"","",1.08,1.08,1.08,1.08
UTC,528DS,1,9,"","",0.047,0.047,0.047,0.047
UTC,528DS,3,1,"","",12.34,12.34,12.34,12.34
UTC,528DS,3,2,"","",0.032,0.032,0.032,0.032
UTC,528DS,3,6,"","",1.08,1.08,1.08,1.08
UTC,528DS,3,9,"","",0.047,0.047,0.047,0.047
UTC,528GS,1,1,"","",12.34,12.34,12.34,12.34
UTC,528GS,1,2,"","",0.024,0.024,0.024,0.024
UTC,528GS,1,3,P,"",0,0,0,0
UTC,528GS,1,6,"","",1.08,1.08,1.08,1.08
UTC,528GS,1,7,"","",0.001,0.001,0.001,0.001
UTC,528GS,1,9,"","",0.03,0.03,0.03,0.03
UTC,528GS,3,1,"","",12.34,12.34,12.34,12.34
UTC,528GS,3,2,"","",0.024,0.024,0.024,0.024
UTC,528GS,3,3,P,"",0,0,0,0
UTC,528GS,3,6,"","",1.08,1.08,1.08,1.08
UTC,528GS,3,7,"","",0.001,0.001,0.001,0.001
UTC,528GS,3,9,"","",0.03,0.03,0.03,0.03
UTC,528JG,1,1,"","",12.34,12.34,12.34,12.34
UTC,528JG,1,2,"","",0.114,0.114,0.114,0.114
UTC,528JG,1,3,P,"",0,0,0,0
UTC,528JG,1,6,"","",1.08,1.08,1.08,1.08
UTC,528JG,1,7,"","",0,0,0,0
UTC,528JG,1,9,"","",0.023,0.023,0.023,0.023
UTC,528JG,3,1,"","",12.34,12.34,12.34,12.34
UTC,528JG,3,2,"","",0.114,0.114,0.114,0.114
UTC,528JG,3,3,P,"",0,0,0,0
UTC,528JG,3,6,"","",1.08,1.08,1.08,1.08
UTC,528JG,3,7,"","",0,0,0,0
UTC,528JG,3,9,"","",0.023,0.023,0.023,0.023
UTC,528JS,1,1,"","",12.34,12.34,12.34,12.34
UTC,528JS,1,2,"","",0.027,0.027,0.027,0.027
UTC,528JS,1,3,P,"",0,0,0,0
UTC,528JS,1,6,"","",1.08,1.08,1.08,1.08
UTC,528JS,1,7,"","",0.001,0.001,0.001,0.001
UTC,528JS,1,9,"","",0.003,0.003,0.003,0.003
UTC,528JS,3,1,"","",12.34,12.34,12.34,12.34
UTC,528JS,3,2,"","",0.027,0.027,0.027,0.027
UTC,528JS,3,3,P,"",0,0,0,0
UTC,528JS,3,6,"","",1.08,1.08,1.08,1.08
UTC,528JS,3,7,"","",0.001,0.001,0.001,0.001
UTC,528JS,3,9,"","",0.003,0.003,0.003,0.003
UTC,528KF,1,1,"","",12.34,12.34,12.34,12.34
UTC,528KF,1,2,"","",0.495,0.495,0.495,0.495
UTC,528KF,1,3,P,"",0.018,0.018,0.018,0.018
UTC,528KF,1,6,"","",1.08,1.08,1.08,1.08
UTC,528KF,1,7,"","",0.012,0.012,0.012,0.012
UTC,528KF,1,9,"","",0.875,0.875,0.875,0.875
UTC,528KF,3,1,"","",12.34,12.34,12.34,12.34
UTC,528KF,3,2,"","",0.495,0.495,0.495,0.495
UTC,528KF,3,3,P,"",0.018,0.018,0.018,0.018
UTC,528KF,3,6,"","",1.08,1.08,1.08,1.08
UTC,528KF,3,7,"","",0.012,0.012,0.012,0.012
UTC,528KF,3,9,"","",0.875,0.875,0.875,0.875
UTC,528KS,1,1,"","",12.34,12.34,12.34,12.34
UTC,528KS,1,2,"","",0.552,0.552,0.552,0.552
UTC,528KS,1,3,P,"",0,0,0,0
UTC,528KS,1,6,"","",1.08,1.08,1.08,1.08
UTC,528KS,1,7,"","",0.006,0.006,0.006,0.006
UTC,528KS,1,9,"","",0.237,0.237,0.237,0.237
UTC,528KS,3,1,"","",12.34,12.34,12.34,12.34
UTC,528KS,3,2,"","",0.552,0.552,0.552,0.552
UTC,528KS,3,3,P,"",0,0,0,0
UTC,528KS,3,6,"","",1.08,1.08,1.08,1.08
UTC,528KS,3,7,"","",0.006,0.006,0.006,0.006
UTC,528KS,3,9,"","",0.237,0.237,0.237,0.237
UTC,528LS,1,1,"","",12.34,12.34,12.34,12.34
UTC,528LS,1,2,"","",0.002,0.002,0.002,0.002
UTC,528LS,1,3,P,"",0.001,0.001,0.001,0.001
UTC,528LS,1,6,"","",1.08,1.08,1.08,1.08
UTC,528LS,1,9,"","",0.008,0.008,0.008,0.008
UTC,528LS,3,1,"","",12.34,12.34,12.34,12.34
UTC,528LS,3,2,"","",0.002,0.002,0.002,0.002
UTC,528LS,3,3,P,"",0.001,0.001,0.001,0.001
UTC,528LS,3,6,"","",1.08,1.08,1.08,1.08
UTC,528LS,3,9,"","",0.008,0.008,0.008,0.008
UTC,55LUA,1,1,"","",12.34,12.34,12.34,12.34
UTC,55LUA,1,2,"","",0.002,0.002,0.002,0.002
UTC,55LUA,1,6,"","",1.08,1.08,1.08,1.08
UTC,55LUA,1,9,"","",0.058,0.058,0.058,0.058
UTC,55LUA,3,1,"","",12.34,12.34,12.34,12.34
UTC,55LUA,3,2,"","",0.002,0.002,0.002,0.002
UTC,55LUA,3,6,"","",1.08,1.08,1.08,1.08
UTC,55LUA,3,9,"","",0.058,0.058,0.058,0.058
UTC,5AUGS,1,1,"","",12.34,12.34,12.34,12.34
UTC,5AUGS,1,2,"","",110.025,110.025,110.025,110.025
UTC,5AUGS,1,3,A,JP5,0,0,0,0
UTC,5AUGS,1,3,W,DFM,0,905.567,0,0
UTC,5AUGS,1,4,"","",0.68,0.68,0.68,0.68
UTC,5AUGS,1,6,"","",1.08,1.08,1.08,1.08
UTC,5AUGS,1,7,"","",0.205,0.205,0.205,0.205
UTC,5AUGS,1,9,"","",2.869,2.869,2.869,2.869
UTC,5AUGS,3,1,"","",12.34,12.34,12.34,12.34
UTC,5AUGS,3,2,"","",110.025,110.025,110.025,110.025
UTC,5AUGS,3,3,A,JP5,0,0,0,0
UTC,5AUGS,3,3,W,DFM,0,905.567,0,0
UTC,5AUGS,3,4,"","",0.68,0.68,0.68,0.68
UTC,5AUGS,3,6,"","",1.08,1.08,1.08,1.08
UTC,5AUGS,3,7,"","",0.205,0.205,0.205,0.205
UTC,5AUGS,3,9,"","",2.869,2.869,2.869,2.869
UTC,5CPMR,1,1,"","",12.34,12.34,12.34,12.34
UTC,5CPMR,1,2,"","",0.943,0.943,0.943,0.943
UTC,5CPMR,1,3,P,"",0.192,0.192,0.192,0.192
UTC,5CPMR,1,6,"","",1.08,1.08,1.08,1.08
UTC,5CPMR,1,7,"","",0.022,0.022,0.022,0.022
UTC,5CPMR,1,9,"","",0.602,0.602,0.602,0.602
UTC,5CPMR,3,1,"","",12.34,12.34,12.34,12.34
UTC,5CPMR,3,2,"","",0.943,0.943,0.943,0.943
UTC,5CPMR,3,3,P,"",0.192,0.192,0.192,0.192
UTC,5CPMR,3,6,"","",1.08,1.08,1.08,1.08
UTC,5CPMR,3,7,"","",0.022,0.022,0.022,0.022
UTC,5CPMR,3,9,"","",0.602,0.602,0.602,0.602
UTC,5CVC2,1,1,"","",12.34,12.34,12.34,12.34
UTC,5CVC2,1,2,"","",0.685,0.685,0.685,0.685
UTC,5CVC2,1,3,A,JP5,0,0,0,0
UTC,5CVC2,1,3,P,"",0.009,0.009,0.009,0.009
UTC,5CVC2,1,3,W,F76,0,38.987,0,0
UTC,5CVC2,1,4,"","",0.024,0.024,0.024,0.024
UTC,5CVC2,1,6,"","",1.08,1.08,1.08,1.08
UTC,5CVC2,1,7,"","",0.385,0.385,0.385,0.385
UTC,5CVC2,1,8,"","",0.196,0.137,0.137,0.137
UTC,5CVC2,1,9,"","",0.91,0.91,0.91,0.91
UTC,5CVC2,3,1,"","",12.34,12.34,12.34,12.34
UTC,5CVC2,3,2,"","",0.685,0.685,0.685,0.685
UTC,5CVC2,3,3,A,JP5,0,0,0,0
UTC,5CVC2,3,3,P,"",0.009,0.009,0.009,0.009
UTC,5CVC2,3,3,W,F76,0,38.987,0,0
UTC,5CVC2,3,4,"","",0.024,0.024,0.024,0.024
UTC,5CVC2,3,6,"","",1.08,1.08,1.08,1.08
UTC,5CVC2,3,7,"","",0.385,0.385,0.385,0.385
UTC,5CVC2,3,8,"","",0.196,0.137,0.137,0.137
UTC,5CVC2,3,9,"","",0.91,0.91,0.91,0.91
UTC,5CVC3,1,1,"","",12.34,12.34,12.34,12.34
UTC,5CVC3,1,2,"","",1.055,1.055,1.055,1.055
UTC,5CVC3,1,3,A,JP5,0,0,0,0
UTC,5CVC3,1,3,P,"",0.018,0.018,0.018,0.018
UTC,5CVC3,1,3,W,F76,0,38.987,0,0
UTC,5CVC3,1,4,"","",0.025,0.025,0.025,0.025
UTC,5CVC3,1,6,"","",1.08,1.08,1.08,1.08
UTC,5CVC3,1,7,"","",0.508,0.508,0.508,0.508
UTC,5CVC3,1,9,"","",1.253,1.253,1.253,1.253
UTC,5CVC3,3,1,"","",12.34,12.34,12.34,12.34
UTC,5CVC3,3,2,"","",1.055,1.055,1.055,1.055
UTC,5CVC3,3,3,A,JP5,0,0,0,0
UTC,5CVC3,3,3,P,"",0.018,0.018,0.018,0.018
UTC,5CVC3,3,3,W,F76,0,38.987,0,0
UTC,5CVC3,3,4,"","",0.025,0.025,0.025,0.025
UTC,5CVC3,3,6,"","",1.08,1.08,1.08,1.08
UTC,5CVC3,3,7,"","",0.508,0.508,0.508,0.508
UTC,5CVC3,3,9,"","",1.253,1.253,1.253,1.253
UTC,5CVN1,1,1,"","",12.34,12.34,12.34,12.34
UTC,5CVN1,1,2,"","",0.892,0.892,0.892,0.892
UTC,5CVN1,1,3,A,JP5,0,0,0,0
UTC,5CVN1,1,3,P,"",0.022,0.022,0.022,0.022
UTC,5CVN1,1,3,W,F76,0,0,0,0
UTC,5CVN1,1,4,"","",0.024,0.024,0.024,0.024
UTC,5CVN1,1,6,"","",1.08,1.08,1.08,1.08
UTC,5CVN1,1,7,"","",0.7,0.7,0.7,0.7
UTC,5CVN1,1,8,"","",0.189,0.132,0.132,0.132
UTC,5CVN1,1,9,"","",1.469,1.469,1.469,1.469
UTC,5CVN1,3,1,"","",12.34,12.34,12.34,12.34
UTC,5CVN1,3,2,"","",0.892,0.892,0.892,0.892
UTC,5CVN1,3,3,A,JP5,0,0,0,0
UTC,5CVN1,3,3,P,"",0.022,0.022,0.022,0.022
UTC,5CVN1,3,3,W,F76,0,0,0,0
UTC,5CVN1,3,4,"","",0.024,0.024,0.024,0.024
UTC,5CVN1,3,6,"","",1.08,1.08,1.08,1.08
UTC,5CVN1,3,7,"","",0.7,0.7,0.7,0.7
UTC,5CVN1,3,8,"","",0.189,0.132,0.132,0.132
UTC,5CVN1,3,9,"","",1.469,1.469,1.469,1.469
UTC,5CVN2,1,1,"","",12.34,12.34,12.34,12.34
UTC,5CVN2,1,2,"","",0.693,0.693,0.693,0.693
UTC,5CVN2,1,3,A,JP5,0,0,0,0
UTC,5CVN2,1,3,P,"",0.013,0.013,0.013,0.013
UTC,5CVN2,1,3,W,F76,0,0,0,0
UTC,5CVN2,1,4,"","",0.023,0.023,0.023,0.023
UTC,5CVN2,1,6,"","",1.08,1.08,1.08,1.08
UTC,5CVN2,1,7,"","",0.532,0.532,0.532,0.532
UTC,5CVN2,1,9,"","",0.794,0.794,0.794,0.794
UTC,5CVN2,3,1,"","",12.34,12.34,12.34,12.34
UTC,5CVN2,3,2,"","",0.693,0.693,0.693,0.693
UTC,5CVN2,3,3,A,JP5,0,0,0,0
UTC,5CVN2,3,3,P,"",0.013,0.013,0.013,0.013
UTC,5CVN2,3,3,W,F76,0,0,0,0
UTC,5CVN2,3,4,"","",0.023,0.023,0.023,0.023
UTC,5CVN2,3,6,"","",1.08,1.08,1.08,1.08
UTC,5CVN2,3,7,"","",0.532,0.532,0.532,0.532
UTC,5CVN2,3,9,"","",0.794,0.794,0.794,0.794
UTC,5DDD3,1,1,"","",12.34,12.34,12.34,12.34
UTC,5DDD3,1,2,"","",2.036,2.036,2.036,2.036
UTC,5DDD3,1,3,A,JP5,0,0,0,0
UTC,5DDD3,1,3,P,"",0.059,0.059,0.059,0.059
UTC,5DDD3,1,3,W,F76,0,134.153,0,0
UTC,5DDD3,1,4,"","",0.012,0.012,0.012,0.012
UTC,5DDD3,1,6,"","",1.08,1.08,1.08,1.08
UTC,5DDD3,1,7,"","",0.246,0.246,0.246,0.246
UTC,5DDD3,1,8,"","",0.107,0.075,0.075,0.075
UTC,5DDD3,1,9,"","",2.666,2.666,2.666,2.666
UTC,5DDD3,3,1,"","",12.34,12.34,12.34,12.34
UTC,5DDD3,3,2,"","",2.036,2.036,2.036,2.036
UTC,5DDD3,3,3,A,JP5,0,0,0,0
UTC,5DDD3,3,3,P,"",0.059,0.059,0.059,0.059
UTC,5DDD3,3,3,W,F76,0,134.153,0,0
UTC,5DDD3,3,4,"","",0.012,0.012,0.012,0.012
UTC,5DDD3,3,6,"","",1.08,1.08,1.08,1.08
UTC,5DDD3,3,7,"","",0.246,0.246,0.246,0.246
UTC,5DDD3,3,8,"","",0.107,0.075,0.075,0.075
UTC,5DDD3,3,9,"","",2.666,2.666,2.666,2.666
UTC,5DDDA,1,1,"","",12.34,12.34,12.34,12.34
UTC,5DDDA,1,2,"","",0.093,0.093,0.093,0.093
UTC,5DDDA,1,3,A,JP5,0,0,0,0
UTC,5DDDA,1,3,P,"",0.822,0.822,0.822,0.822
UTC,5DDDA,1,3,W,F76,0,129.212,0,0
UTC,5DDDA,1,4,"","",0.008,0.008,0.008,0.008
UTC,5DDDA,1,6,"","",1.08,1.08,1.08,1.08
UTC,5DDDA,1,7,"","",0.011,0.011,0.011,0.011
UTC,5DDDA,1,9,"","",0.116,0.116,0.116,0.116
UTC,5DDDA,3,1,"","",12.34,12.34,12.34,12.34
UTC,5DDDA,3,2,"","",0.093,0.093,0.093,0.093
UTC,5DDDA,3,3,A,JP5,0,0,0,0
UTC,5DDDA,3,3,P,"",0.822,0.822,0.822,0.822
UTC,5DDDA,3,3,W,F76,0,129.212,0,0
UTC,5DDDA,3,4,"","",0.008,0.008,0.008,0.008
UTC,5DDDA,3,6,"","",1.08,1.08,1.08,1.08
UTC,5DDDA,3,7,"","",0.011,0.011,0.011,0.011
UTC,5DDDA,3,9,"","",0.116,0.116,0.116,0.116
UTC,5DDG3,1,3,A,JP5,0,0,0,0
UTC,5DDG3,1,3,W,F76,0,131.069,0,0
UTC,5DDG3,3,3,A,JP5,0,0,0,0
UTC,5DDG3,3,3,W,F76,0,131.069,0,0
UTC,5DDG5,1,1,"","",12.34,12.34,12.34,12.34
UTC,5DDG5,1,2,"","",1.221,1.221,1.221,1.221
UTC,5DDG5,1,3,P,"",0.183,0.183,0.183,0.183
UTC,5DDG5,1,6,"","",1.08,1.08,1.08,1.08
UTC,5DDG5,1,7,"","",0.123,0.123,0.123,0.123
UTC,5DDG5,1,9,"","",1.519,1.519,1.519,1.519
UTC,5DDG5,3,1,"","",12.34,12.34,12.34,12.34
UTC,5DDG5,3,2,"","",1.221,1.221,1.221,1.221
UTC,5DDG5,3,3,P,"",0.183,0.183,0.183,0.183
UTC,5DDG5,3,6,"","",1.08,1.08,1.08,1.08
UTC,5DDG5,3,7,"","",0.123,0.123,0.123,0.123
UTC,5DDG5,3,9,"","",1.519,1.519,1.519,1.519
UTC,5DDGA,1,1,"","",12.34,12.34,12.34,12.34
UTC,5DDGA,1,2,"","",1.491,1.491,1.491,1.491
UTC,5DDGA,1,3,A,JP5,0,0,0,0
UTC,5DDGA,1,3,P,"",0.827,0.827,0.827,0.827
UTC,5DDGA,1,3,W,F76,0,108.053,0,0
UTC,5DDGA,1,4,"","",0.022,0.022,0.022,0.022
UTC,5DDGA,1,6,"","",1.08,1.08,1.08,1.08
UTC,5DDGA,1,7,"","",0.044,0.044,0.044,0.044
UTC,5DDGA,1,9,"","",0.352,0.352,0.352,0.352
UTC,5DDGA,3,1,"","",12.34,12.34,12.34,12.34
UTC,5DDGA,3,2,"","",1.491,1.491,1.491,1.491
UTC,5DDGA,3,3,A,JP5,0,0,0,0
UTC,5DDGA,3,3,P,"",0.827,0.827,0.827,0.827
UTC,5DDGA,3,3,W,F76,0,108.053,0,0
UTC,5DDGA,3,4,"","",0.022,0.022,0.022,0.022
UTC,5DDGA,3,6,"","",1.08,1.08,1.08,1.08
UTC,5DDGA,3,7,"","",0.044,0.044,0.044,0.044
UTC,5DDGA,3,9,"","",0.352,0.352,0.352,0.352
UTC,5GEG1,1,1,"","",12.34,12.34,12.34,12.34
UTC,5GEG1,1,2,"","",2.709,2.709,2.709,2.709
UTC,5GEG1,1,3,A,JP5,0,0,0,0
UTC,5GEG1,1,3,P,"",0.891,0.891,0.891,0.891
UTC,5GEG1,1,3,W,F76,0,84.82,0,0
UTC,5GEG1,1,4,"","",0.024,0.024,0.024,0.024
UTC,5GEG1,1,6,"","",1.08,1.08,1.08,1.08
UTC,5GEG1,1,7,"","",0.138,0.138,0.138,0.138
UTC,5GEG1,1,8,"","",0.177,0.124,0.124,0.124
UTC,5GEG1,1,9,"","",4.625,4.625,4.625,4.625
UTC,5GEG1,3,1,"","",12.34,12.34,12.34,12.34
UTC,5GEG1,3,2,"","",2.709,2.709,2.709,2.709
UTC,5GEG1,3,3,A,JP5,0,0,0,0
UTC,5GEG1,3,3,P,"",0.891,0.891,0.891,0.891
UTC,5GEG1,3,3,W,F76,0,84.82,0,0
UTC,5GEG1,3,4,"","",0.024,0.024,0.024,0.024
UTC,5GEG1,3,6,"","",1.08,1.08,1.08,1.08
UTC,5GEG1,3,7,"","",0.138,0.138,0.138,0.138
UTC,5GEG1,3,8,"","",0.177,0.124,0.124,0.124
UTC,5GEG1,3,9,"","",4.625,4.625,4.625,4.625
UTC,5GPC1,1,1,"","",12.34,12.34,12.34,12.34
UTC,5GPC1,1,2,"","",95.99,95.99,95.99,95.99
UTC,5GPC1,1,3,P,"",0.67,0.67,0.67,0.67
UTC,5GPC1,1,6,"","",1.08,1.08,1.08,1.08
UTC,5GPC1,1,7,"","",1.15,1.15,1.15,1.15
UTC,5GPC1,1,9,"","",94.71,94.71,94.71,94.71
UTC,5GPC1,3,1,"","",12.34,12.34,12.34,12.34
UTC,5GPC1,3,2,"","",95.99,95.99,95.99,95.99
UTC,5GPC1,3,3,P,"",0.67,0.67,0.67,0.67
UTC,5GPC1,3,6,"","",1.08,1.08,1.08,1.08
UTC,5GPC1,3,7,"","",1.15,1.15,1.15,1.15
UTC,5GPC1,3,9,"","",94.71,94.71,94.71,94.71
UTC,5JCG2,1,1,"","",12.34,12.34,12.34,12.34
UTC,5JCG2,1,2,"","",1.948,1.948,1.948,1.948
UTC,5JCG2,1,3,A,JP5,0,0,0,0
UTC,5JCG2,1,3,P,"",0.678,0.678,0.678,0.678
UTC,5JCG2,1,3,W,DFM,0,111.566,0,0
UTC,5JCG2,1,4,"","",0.026,0.026,0.026,0.026
UTC,5JCG2,1,6,"","",1.08,1.08,1.08,1.08
UTC,5JCG2,1,7,"","",0.382,0.382,0.382,0.382
UTC,5JCG2,1,8,"","",0.094,0.066,0.066,0.066
UTC,5JCG2,1,9,"","",2.516,2.516,2.516,2.516
UTC,5JCG2,3,1,"","",12.34,12.34,12.34,12.34
UTC,5JCG2,3,2,"","",1.948,1.948,1.948,1.948
UTC,5JCG2,3,3,A,JP5,0,0,0,0
UTC,5JCG2,3,3,P,"",0.678,0.678,0.678,0.678
UTC,5JCG2,3,3,W,DFM,0,111.566,0,0
UTC,5JCG2,3,4,"","",0.026,0.026,0.026,0.026
UTC,5JCG2,3,6,"","",1.08,1.08,1.08,1.08
UTC,5JCG2,3,7,"","",0.382,0.382,0.382,0.382
UTC,5JCG2,3,8,"","",0.094,0.066,0.066,0.066
UTC,5JCG2,3,9,"","",2.516,2.516,2.516,2.516
UTC,5JCGD,1,1,"","",12.34,12.34,12.34,12.34
UTC,5JCGD,1,2,"","",1.752,1.752,1.752,1.752
UTC,5JCGD,1,3,A,JP5,0,0,0,0
UTC,5JCGD,1,3,P,"",0.536,0.536,0.536,0.536
UTC,5JCGD,1,3,W,DFM,0,86.421,0,0
UTC,5JCGD,1,4,"","",0.025,0.025,0.025,0.025
UTC,5JCGD,1,6,"","",1.08,1.08,1.08,1.08
UTC,5JCGD,1,7,"","",0.038,0.038,0.038,0.038
UTC,5JCGD,1,9,"","",0.276,0.276,0.276,0.276
UTC,5JCGD,3,1,"","",12.34,12.34,12.34,12.34
UTC,5JCGD,3,2,"","",1.752,1.752,1.752,1.752
UTC,5JCGD,3,3,A,JP5,0,0,0,0
UTC,5JCGD,3,3,P,"",0.536,0.536,0.536,0.536
UTC,5JCGD,3,3,W,DFM,0,86.421,0,0
UTC,5JCGD,3,4,"","",0.025,0.025,0.025,0.025
UTC,5JCGD,3,6,"","",1.08,1.08,1.08,1.08
UTC,5JCGD,3,7,"","",0.038,0.038,0.038,0.038
UTC,5JCGD,3,9,"","",0.276,0.276,0.276,0.276
UTC,5JGN3,1,3,A,JP5,0,0,0,0
UTC,5JGN3,1,3,W,DFM,0,0,0,0
UTC,5JGN3,3,3,A,JP5,0,0,0,0
UTC,5JGN3,3,3,W,DFM,0,0,0,0
UTC,5LCCA,1,1,"","",12.34,12.34,12.34,12.34
UTC,5LCCA,1,2,"","",0.352,0.352,0.352,0.352
UTC,5LCCA,1,3,A,JP5,0,0,0,0
UTC,5LCCA,1,3,P,"",0.004,0.004,0.004,0.004
UTC,5LCCA,1,3,W,DFM,0,28.989,0,0
UTC,5LCCA,1,4,"","",0.014,0.014,0.014,0.014
UTC,5LCCA,1,6,"","",1.08,1.08,1.08,1.08
UTC,5LCCA,1,7,"","",0.013,0.013,0.013,0.013
UTC,5LCCA,1,8,"","",0.165,0.115,0.115,0.115
UTC,5LCCA,1,9,"","",0.415,0.415,0.415,0.415
UTC,5LCCA,3,1,"","",12.34,12.34,12.34,12.34
UTC,5LCCA,3,2,"","",0.352,0.352,0.352,0.352
UTC,5LCCA,3,3,A,JP5,0,0,0,0
UTC,5LCCA,3,3,P,"",0.004,0.004,0.004,0.004
UTC,5LCCA,3,3,W,DFM,0,28.989,0,0
UTC,5LCCA,3,4,"","",0.014,0.014,0.014,0.014
UTC,5LCCA,3,6,"","",1.08,1.08,1.08,1.08
UTC,5LCCA,3,7,"","",0.013,0.013,0.013,0.013
UTC,5LCCA,3,8,"","",0.165,0.115,0.115,0.115
UTC,5LCCA,3,9,"","",0.415,0.415,0.415,0.415
UTC,5LHAA,1,1,"","",12.34,12.34,12.34,12.34
UTC,5LHAA,1,2,"","",1.679,1.679,1.679,1.679
UTC,5LHAA,1,3,A,JP5,0,0,0,0
UTC,5LHAA,1,3,P,"",0.011,0.011,0.011,0.011
UTC,5LHAA,1,3,W,DFM,0,51.963,0,0
UTC,5LHAA,1,4,"","",0.041,0.041,0.041,0.041
UTC,5LHAA,1,6,"","",1.08,1.08,1.08,1.08
UTC,5LHAA,1,7,"","",0.093,0.093,0.093,0.093
UTC,5LHAA,1,8,"","",0.585,0.409,0.234,0.175
UTC,5LHAA,1,9,"","",1.441,1.441,1.441,1.441
UTC,5LHAA,3,1,"","",12.34,12.34,12.34,12.34
UTC,5LHAA,3,2,"","",1.679,1.679,1.679,1.679
UTC,5LHAA,3,3,A,JP5,0,0,0,0
UTC,5LHAA,3,3,P,"",0.011,0.011,0.011,0.011
UTC,5LHAA,3,3,W,DFM,0,51.963,0,0
UTC,5LHAA,3,4,"","",0.041,0.041,0.041,0.041
UTC,5LHAA,3,6,"","",1.08,1.08,1.08,1.08
UTC,5LHAA,3,7,"","",0.093,0.093,0.093,0.093
UTC,5LHAA,3,8,"","",0.585,0.409,0.234,0.175
UTC,5LHAA,3,9,"","",1.441,1.441,1.441,1.441
UTC,5LHDA,1,1,"","",12.34,12.34,12.34,12.34
UTC,5LHDA,1,2,"","",0.953,0.953,0.953,0.953
UTC,5LHDA,1,3,P,"",0.008,0.008,0.008,0.008
UTC,5LHDA,1,3,W,DFM,0,53.317,0,0
UTC,5LHDA,1,6,"","",1.08,1.08,1.08,1.08
UTC,5LHDA,1,7,"","",0.033,0.033,0.033,0.033
UTC,5LHDA,1,8,"","",0.595,0.416,0.238,0.178
UTC,5LHDA,1,9,"","",1.058,1.058,1.058,1.058
UTC,5LHDA,3,1,"","",12.34,12.34,12.34,12.34
UTC,5LHDA,3,2,"","",0.953,0.953,0.953,0.953
UTC,5LHDA,3,3,P,"",0.008,0.008,0.008,0.008
UTC,5LHDA,3,3,W,DFM,0,53.317,0,0
UTC,5LHDA,3,6,"","",1.08,1.08,1.08,1.08
